;Coffee;Coffee_late;Exercise;Exercise late;Phone activity;Noise;Relaxed;Sleep Score
50933;1;1;-1;0;1;-1;-1;40
50934;-1;0;-1;0;-1;1;1;99
50935;1;1;-1;0;-1;-1;1;94
50936;1;1;1;1;-1;1;-1;100
50937;-1;0;-1;0;-1;-1;1;100
50938;-1;0;1;1;-1;-1;1;100
50939;1;1;-1;0;1;-1;-1;51
50940;1;-1;1;-1;1;1;-1;100
50941;-1;0;-1;0;1;1;1;59
50942;1;-1;-1;0;1;1;-1;88
50943;1;1;1;-1;1;-1;1;100
50944;1;1;1;-1;1;1;1;66
50945;-1;0;-1;0;1;1;1;93
50946;1;1;-1;0;1;-1;1;65
50947;1;-1;1;-1;1;1;1;100
50948;1;1;-1;0;-1;1;1;100
50949;-1;0;1;-1;1;-1;1;100
50950;1;-1;1;1;1;-1;-1;83
50951;-1;0;1;1;1;1;-1;59
50952;-1;0;1;-1;-1;1;1;100
50953;-1;0;1;1;-1;-1;-1;100
50954;-1;0;-1;0;1;1;1;69
50955;1;-1;1;1;-1;1;-1;100
50956;1;-1;1;-1;-1;-1;-1;100
50957;-1;0;-1;0;1;-1;-1;63
50958;-1;0;1;1;-1;1;-1;100
50959;1;1;-1;0;-1;-1;-1;100
50960;1;-1;-1;0;-1;-1;1;100
50961;-1;0;1;-1;-1;-1;1;100
50962;1;1;-1;0;-1;1;1;90
50963;1;1;1;-1;1;1;-1;53
50964;1;-1;1;1;1;-1;1;97
50965;-1;0;1;-1;1;-1;1;93
50966;-1;0;-1;0;-1;-1;-1;100
50967;1;1;1;1;1;1;1;49
50968;1;1;1;-1;-1;1;1;100
50969;-1;0;-1;0;-1;-1;1;100
50970;-1;0;1;1;1;-1;-1;77
50971;-1;0;-1;0;1;-1;-1;52
50972;1;1;1;1;1;1;-1;73
50973;-1;0;-1;0;1;1;1;82
50974;-1;0;-1;0;1;-1;-1;73
50975;-1;0;-1;0;1;1;1;86
50976;1;-1;1;1;1;1;-1;74
50977;-1;0;-1;0;1;-1;-1;43
50978;1;-1;-1;0;-1;-1;-1;100
50979;1;1;-1;0;1;1;1;55
50980;-1;0;1;1;1;-1;1;86
50981;1;-1;1;1;1;-1;1;100
50982;-1;0;1;-1;-1;1;-1;100
50983;-1;0;1;-1;1;-1;1;100
50984;-1;0;1;1;-1;1;-1;100
50985;-1;0;-1;0;1;-1;-1;81
50986;-1;0;-1;0;1;1;-1;43
50987;1;-1;1;1;1;-1;1;96
50988;1;1;1;-1;-1;-1;-1;100
50989;1;-1;-1;0;1;1;-1;81
50990;1;-1;1;1;-1;1;1;100
50991;-1;0;1;1;-1;1;1;100
50992;-1;0;-1;0;-1;-1;-1;96
50993;-1;0;-1;0;1;1;-1;67
50994;1;-1;1;1;1;-1;-1;100
50995;1;1;-1;0;-1;1;1;73
50996;-1;0;-1;0;1;-1;-1;79
50997;1;1;1;-1;1;-1;1;84
50998;1;-1;1;-1;1;-1;1;100
50999;-1;0;-1;0;1;1;-1;43
51000;-1;0;-1;0;-1;1;-1;100
51001;1;1;-1;0;-1;1;1;100
51002;1;1;1;-1;-1;1;1;100
51003;-1;0;1;1;1;-1;1;100
51004;1;-1;1;-1;-1;-1;1;100
51005;-1;0;-1;0;-1;1;1;100
51006;-1;0;1;1;1;1;-1;73
51007;-1;0;-1;0;-1;-1;-1;100
51008;-1;0;1;-1;1;-1;1;100
51009;-1;0;-1;0;-1;-1;-1;100
51010;1;1;1;-1;1;-1;1;91
51011;-1;0;-1;0;-1;1;-1;100
51012;-1;0;-1;0;-1;1;-1;100
51013;1;-1;-1;0;-1;-1;-1;100
51014;-1;0;-1;0;1;1;1;65
51015;-1;0;-1;0;1;-1;-1;59
51016;-1;0;1;-1;1;-1;1;84
51017;1;-1;-1;0;1;1;1;96
51018;1;1;1;1;1;-1;-1;44
51019;-1;0;1;1;1;-1;-1;83
51020;-1;0;-1;0;-1;1;1;100
51021;1;-1;1;-1;-1;1;1;100
51022;-1;0;-1;0;1;-1;-1;62
51023;-1;0;-1;0;1;1;-1;59
51024;1;1;-1;0;1;-1;1;74
51025;1;1;-1;0;-1;1;1;100
51026;1;1;1;-1;-1;1;1;97
51027;-1;0;-1;0;1;1;1;57
51028;-1;0;1;1;1;-1;-1;82
51029;-1;0;-1;0;1;-1;-1;59
51030;-1;0;1;-1;-1;1;-1;100
51031;-1;0;1;-1;1;1;-1;73
51032;-1;0;1;-1;1;1;-1;64
51033;-1;0;-1;0;1;1;1;63
51034;1;-1;1;1;-1;-1;-1;100
51035;-1;0;-1;0;1;1;-1;48
51036;1;-1;1;1;-1;1;1;100
51037;1;1;-1;0;1;-1;-1;55
51038;1;-1;-1;0;-1;1;-1;100
51039;-1;0;1;1;1;-1;1;76
51040;-1;0;1;1;1;-1;1;100
51041;1;1;1;1;1;-1;1;88
51042;-1;0;-1;0;1;-1;1;88
51043;-1;0;1;1;1;-1;1;91
51044;-1;0;1;1;1;1;1;72
51045;-1;0;-1;0;1;-1;1;74
51046;-1;0;-1;0;1;1;-1;56
51047;-1;0;-1;0;1;-1;-1;79
51048;1;-1;1;-1;1;-1;-1;100
51049;1;1;1;1;1;-1;1;97
51050;1;1;-1;0;1;1;1;65
51051;-1;0;1;1;1;1;1;80
51052;1;1;1;1;-1;-1;1;100
51053;-1;0;-1;0;-1;1;1;100
51054;-1;0;-1;0;-1;1;1;100
51055;1;1;1;-1;-1;-1;-1;100
51056;-1;0;1;1;-1;-1;1;100
51057;-1;0;-1;0;1;1;1;61
51058;1;-1;-1;0;-1;-1;1;100
51059;-1;0;1;1;1;1;1;84
51060;-1;0;1;1;-1;-1;-1;100
51061;-1;0;1;-1;1;-1;1;100
51062;1;1;1;-1;-1;1;-1;81
51063;-1;0;1;1;-1;1;-1;92
51064;-1;0;1;-1;1;1;1;100
51065;1;-1;-1;0;-1;-1;-1;100
51066;-1;0;-1;0;-1;-1;-1;100
51067;-1;0;1;-1;1;-1;-1;100
51068;-1;0;-1;0;-1;-1;-1;100
51069;-1;0;1;1;1;-1;-1;77
51070;1;-1;-1;0;1;1;1;97
51071;1;-1;-1;0;1;1;-1;70
51072;1;1;-1;0;1;1;1;65
51073;-1;0;-1;0;-1;-1;1;100
51074;-1;0;1;1;1;-1;-1;72
51075;-1;0;1;-1;1;-1;1;100
51076;1;-1;1;1;-1;-1;-1;100
51077;-1;0;1;-1;1;-1;1;97
51078;1;-1;1;1;-1;-1;1;100
51079;-1;0;-1;0;-1;1;-1;97
51080;1;1;-1;0;-1;-1;-1;100
51081;1;1;-1;0;-1;-1;-1;82
51082;-1;0;-1;0;-1;-1;1;100
51083;1;1;-1;0;1;-1;1;57
51084;-1;0;-1;0;-1;-1;1;100
51085;1;-1;-1;0;-1;-1;1;100
51086;1;1;-1;0;-1;-1;1;100
51087;1;1;-1;0;-1;-1;-1;89
51088;1;-1;1;-1;1;-1;-1;93
51089;1;1;-1;0;1;-1;1;52
51090;1;-1;1;1;-1;-1;-1;100
51091;-1;0;1;-1;-1;1;1;100
51092;-1;0;1;1;1;1;1;64
51093;-1;0;1;-1;1;-1;1;100
51094;1;-1;-1;0;-1;-1;1;100
51095;-1;0;1;1;1;-1;-1;83
51096;1;1;-1;0;-1;-1;1;100
51097;1;1;1;-1;-1;1;1;100
51098;1;-1;1;1;-1;-1;1;100
51099;1;-1;1;-1;1;-1;1;100
51100;1;-1;1;-1;1;1;1;93
51101;1;-1;-1;0;-1;1;-1;100
51102;1;-1;1;-1;1;-1;1;100
51103;1;1;-1;0;1;-1;1;56
51104;1;1;-1;0;1;1;-1;46
51105;-1;0;-1;0;-1;1;-1;100
51106;1;-1;1;-1;-1;-1;-1;100
51107;1;-1;-1;0;1;-1;1;100
51108;1;-1;1;1;1;1;1;100
51109;1;-1;-1;0;1;-1;1;91
51110;1;-1;1;1;1;-1;1;100
51111;-1;0;1;-1;1;1;1;100
51112;1;-1;1;-1;1;-1;1;100
51113;-1;0;1;1;-1;1;-1;100
51114;1;1;-1;0;-1;1;1;81
51115;-1;0;1;1;-1;1;1;100
51116;-1;0;-1;0;-1;-1;1;100
51117;1;-1;1;-1;1;-1;-1;100
51118;-1;0;-1;0;-1;-1;1;100
51119;1;-1;1;1;1;-1;-1;89
51120;-1;0;-1;0;-1;1;-1;94
51121;-1;0;1;1;-1;1;1;100
51122;-1;0;-1;0;-1;1;1;100
51123;-1;0;-1;0;1;-1;-1;64
51124;-1;0;1;1;-1;1;-1;100
51125;-1;0;-1;0;-1;1;1;100
51126;-1;0;1;-1;1;1;1;83
51127;-1;0;1;1;1;1;-1;70
51128;1;1;-1;0;-1;-1;1;100
51129;1;-1;-1;0;1;1;-1;71
51130;1;-1;1;1;1;1;-1;59
51131;1;1;1;1;-1;1;-1;77
51132;1;-1;1;-1;-1;-1;-1;100
51133;1;-1;1;-1;-1;1;1;100
51134;1;1;1;-1;1;1;-1;68
51135;1;-1;1;-1;1;1;-1;87
51136;1;-1;-1;0;-1;1;-1;100
51137;-1;0;1;1;-1;1;1;100
51138;1;-1;1;1;-1;1;-1;100
51139;1;-1;-1;0;-1;-1;1;100
51140;-1;0;-1;0;-1;-1;1;100
51141;1;-1;1;1;1;-1;1;100
51142;1;-1;-1;0;1;-1;-1;98
51143;1;-1;1;1;1;1;-1;81
51144;-1;0;1;1;1;-1;-1;84
51145;1;1;1;1;-1;-1;1;100
51146;-1;0;1;-1;-1;1;-1;100
51147;-1;0;1;-1;-1;1;1;100
51148;-1;0;1;-1;1;1;-1;51
51149;1;1;1;-1;-1;-1;1;100
51150;-1;0;-1;0;1;1;-1;47
51151;1;-1;1;1;-1;-1;1;100
51152;-1;0;1;1;1;1;-1;60
51153;1;-1;1;1;-1;-1;-1;100
51154;-1;0;1;-1;1;1;1;76
51155;1;1;-1;0;-1;1;-1;75
51156;-1;0;-1;0;-1;-1;-1;100
51157;1;-1;1;1;1;-1;1;100
51158;1;-1;-1;0;1;1;1;98
51159;1;-1;-1;0;1;1;-1;80
51160;1;1;1;-1;1;1;-1;56
51161;1;-1;1;-1;1;1;1;100
51162;1;-1;1;1;1;1;1;100
51163;-1;0;1;-1;-1;-1;-1;100
51164;-1;0;-1;0;-1;1;-1;90
51165;1;1;1;-1;1;1;1;61
51166;1;-1;-1;0;1;-1;-1;95
51167;-1;0;1;-1;-1;-1;1;100
51168;1;1;1;1;1;-1;1;93
51169;1;1;1;1;-1;-1;1;100
51170;1;-1;-1;0;1;1;-1;91
51171;1;1;1;1;-1;1;-1;83
51172;-1;0;1;-1;-1;1;1;100
51173;1;1;-1;0;-1;1;-1;78
51174;-1;0;-1;0;-1;-1;-1;100
51175;-1;0;1;1;-1;-1;1;100
51176;-1;0;1;1;-1;-1;1;100
51177;-1;0;1;-1;-1;-1;1;100
51178;-1;0;1;-1;1;1;-1;78
51179;-1;0;-1;0;-1;-1;-1;100
51180;-1;0;1;1;-1;-1;-1;100
51181;-1;0;-1;0;1;-1;-1;63
51182;1;1;1;1;1;1;-1;25
51183;1;-1;-1;0;1;-1;-1;100
51184;-1;0;1;1;1;-1;-1;76
51185;-1;0;1;1;-1;-1;1;100
51186;1;1;-1;0;1;1;1;65
51187;1;-1;-1;0;1;-1;1;90
51188;-1;0;1;1;-1;-1;1;100
51189;1;-1;1;1;-1;-1;-1;100
51190;1;1;-1;0;-1;1;1;93
51191;1;-1;-1;0;1;-1;1;99
51192;-1;0;-1;0;1;1;-1;43
51193;1;1;-1;0;1;1;1;55
51194;-1;0;1;-1;1;-1;-1;80
51195;-1;0;-1;0;1;1;1;70
51196;1;-1;1;1;-1;1;1;100
51197;1;1;-1;0;-1;-1;-1;91
51198;1;1;-1;0;1;-1;-1;62
51199;1;1;-1;0;1;1;-1;25
51200;-1;0;-1;0;-1;-1;-1;94
51201;1;1;-1;0;-1;1;1;97
51202;-1;0;-1;0;-1;-1;-1;100
51203;1;1;1;-1;-1;1;1;89
51204;-1;0;1;1;-1;1;1;100
51205;-1;0;-1;0;1;-1;-1;74
51206;-1;0;-1;0;1;-1;1;97
51207;1;-1;1;-1;-1;-1;-1;100
51208;1;1;1;-1;1;-1;-1;58
51209;-1;0;-1;0;-1;1;-1;86
51210;1;1;-1;0;-1;-1;1;100
51211;1;-1;1;1;-1;-1;-1;100
51212;-1;0;1;-1;1;1;-1;70
51213;-1;0;1;1;1;1;1;53
51214;1;-1;-1;0;1;1;-1;82
51215;-1;0;-1;0;-1;1;1;100
51216;-1;0;1;1;1;-1;-1;81
51217;1;-1;-1;0;1;-1;1;100
51218;-1;0;1;1;1;1;-1;51
51219;-1;0;1;1;-1;-1;1;100
51220;1;1;-1;0;1;1;1;53
51221;-1;0;-1;0;-1;-1;-1;100
51222;-1;0;1;1;-1;1;-1;100
51223;1;1;1;-1;-1;1;-1;100
51224;-1;0;1;1;-1;1;-1;100
51225;1;-1;1;1;1;-1;-1;100
51226;1;1;1;1;1;1;-1;66
51227;-1;0;-1;0;-1;1;1;100
51228;-1;0;-1;0;1;1;1;75
51229;-1;0;-1;0;-1;1;1;100
51230;-1;0;-1;0;1;-1;1;95
51231;1;-1;-1;0;-1;-1;-1;100
51232;1;1;1;-1;1;-1;-1;83
51233;1;1;1;1;1;1;-1;18
51234;-1;0;1;-1;-1;-1;1;100
51235;-1;0;-1;0;-1;-1;-1;100
51236;-1;0;1;1;-1;1;1;100
51237;-1;0;-1;0;1;-1;-1;55
51238;1;-1;1;-1;-1;1;-1;100
51239;1;1;1;-1;1;-1;-1;41
51240;-1;0;1;-1;1;-1;-1;81
51241;-1;0;1;1;-1;1;-1;100
51242;-1;0;-1;0;-1;1;-1;100
51243;1;1;-1;0;1;-1;1;78
51244;-1;0;-1;0;-1;-1;1;100
51245;1;-1;-1;0;-1;1;1;100
51246;-1;0;-1;0;-1;1;1;100
51247;1;-1;1;1;1;1;1;97
51248;-1;0;-1;0;1;-1;1;92
51249;-1;0;1;1;-1;1;-1;96
51250;1;1;1;-1;-1;1;-1;100
51251;-1;0;-1;0;1;-1;-1;66
51252;1;-1;1;1;1;1;-1;72
51253;-1;0;1;1;1;-1;1;85
51254;1;-1;-1;0;1;-1;-1;100
51255;-1;0;-1;0;1;1;1;70
51256;-1;0;-1;0;1;-1;-1;73
51257;1;1;1;1;1;1;-1;43
51258;1;1;1;1;1;-1;-1;59
51259;1;-1;1;1;-1;-1;-1;100
51260;-1;0;1;-1;-1;-1;-1;100
51261;1;-1;1;1;1;-1;1;100
51262;-1;0;1;-1;-1;1;1;100
51263;1;-1;-1;0;1;-1;-1;72
51264;1;-1;1;-1;1;1;1;100
51265;1;1;-1;0;1;1;1;37
51266;-1;0;-1;0;1;-1;1;93
51267;1;-1;1;-1;1;-1;-1;100
51268;1;1;-1;0;-1;-1;1;100
51269;1;1;-1;0;1;1;1;68
51270;-1;0;-1;0;-1;-1;-1;100
51271;1;1;-1;0;1;-1;1;80
51272;-1;0;1;-1;-1;-1;-1;100
51273;-1;0;-1;0;-1;-1;-1;100
51274;-1;0;-1;0;-1;-1;-1;100
51275;1;1;1;-1;1;1;-1;68
51276;-1;0;1;-1;1;-1;1;100
51277;-1;0;1;1;1;-1;-1;82
51278;1;-1;-1;0;1;1;1;98
51279;1;1;1;1;1;-1;1;96
51280;-1;0;1;-1;1;1;1;85
51281;1;-1;1;1;1;1;1;100
51282;1;-1;1;1;-1;1;-1;100
51283;-1;0;-1;0;1;1;1;72
51284;1;1;1;1;1;-1;1;88
51285;1;-1;-1;0;1;-1;-1;95
51286;-1;0;-1;0;-1;1;1;100
51287;-1;0;1;1;1;1;-1;60
51288;-1;0;1;1;-1;-1;1;100
51289;-1;0;1;-1;1;1;1;93
51290;-1;0;-1;0;1;1;1;71
51291;-1;0;1;-1;-1;1;1;100
51292;-1;0;-1;0;1;-1;1;89
51293;1;-1;-1;0;1;1;-1;74
51294;1;1;-1;0;1;1;-1;23
51295;-1;0;1;-1;-1;-1;1;100
51296;1;-1;1;1;-1;-1;-1;100
51297;-1;0;1;-1;-1;1;-1;100
51298;-1;0;-1;0;-1;-1;1;100
51299;1;-1;-1;0;1;1;-1;87
51300;-1;0;-1;0;1;-1;-1;53
51301;-1;0;-1;0;1;1;-1;37
51302;1;-1;1;1;1;-1;1;100
51303;1;-1;1;-1;-1;1;-1;100
51304;1;-1;-1;0;-1;1;1;100
51305;1;-1;1;1;1;-1;-1;95
51306;1;-1;-1;0;-1;1;-1;94
51307;1;1;-1;0;1;1;-1;37
51308;1;-1;1;1;-1;1;1;100
51309;-1;0;1;-1;1;1;1;92
51310;1;-1;1;1;1;1;1;100
51311;1;1;1;1;-1;1;1;100
51312;-1;0;-1;0;-1;-1;-1;100
51313;-1;0;1;1;-1;1;-1;80
51314;-1;0;-1;0;1;1;-1;49
51315;1;1;1;1;1;-1;1;91
51316;-1;0;1;-1;-1;-1;1;100
51317;-1;0;-1;0;1;1;-1;63
51318;1;-1;1;-1;-1;-1;-1;100
51319;-1;0;1;1;1;1;1;100
51320;-1;0;1;-1;-1;1;-1;100
51321;1;1;1;-1;-1;1;1;100
51322;1;-1;1;1;-1;-1;1;100
51323;-1;0;1;1;1;1;1;70
51324;1;-1;1;1;1;1;-1;87
51325;-1;0;1;-1;-1;-1;1;100
51326;1;-1;-1;0;1;-1;-1;89
51327;-1;0;1;1;-1;-1;1;100
51328;1;-1;1;1;1;1;1;86
51329;1;1;1;1;-1;1;-1;77
51330;-1;0;-1;0;1;-1;1;91
51331;1;1;1;1;-1;-1;-1;99
51332;-1;0;-1;0;1;-1;-1;66
51333;-1;0;1;-1;-1;-1;-1;100
51334;-1;0;-1;0;-1;-1;1;100
51335;1;-1;1;-1;1;-1;-1;100
51336;-1;0;1;-1;1;-1;-1;100
51337;-1;0;-1;0;-1;1;1;85
51338;-1;0;-1;0;1;-1;1;92
51339;-1;0;-1;0;1;1;-1;45
51340;-1;0;-1;0;1;-1;1;81
51341;1;-1;-1;0;-1;1;-1;100
51342;1;-1;-1;0;1;-1;1;100
51343;1;-1;-1;0;1;-1;1;79
51344;-1;0;1;1;-1;-1;-1;100
51345;-1;0;-1;0;-1;-1;-1;100
51346;-1;0;1;-1;1;-1;-1;100
51347;1;-1;-1;0;1;-1;-1;84
51348;1;1;-1;0;-1;1;-1;69
51349;1;-1;-1;0;1;-1;1;100
51350;1;-1;-1;0;-1;-1;-1;100
51351;-1;0;-1;0;-1;1;1;100
51352;-1;0;-1;0;1;-1;1;83
51353;1;-1;-1;0;1;1;1;73
51354;1;1;-1;0;1;1;-1;67
51355;1;1;-1;0;-1;1;1;88
51356;-1;0;1;-1;1;1;-1;80
51357;1;-1;1;-1;-1;1;-1;100
51358;1;1;1;1;1;-1;-1;92
51359;-1;0;1;-1;-1;-1;-1;100
51360;-1;0;-1;0;1;-1;1;91
51361;-1;0;-1;0;1;-1;-1;65
51362;1;-1;-1;0;1;-1;-1;89
51363;1;-1;-1;0;-1;1;1;100
51364;1;-1;1;-1;1;-1;-1;100
51365;1;1;1;-1;1;-1;-1;86
51366;-1;0;-1;0;-1;-1;-1;100
51367;-1;0;1;-1;-1;1;-1;100
51368;1;-1;-1;0;1;-1;-1;93
51369;-1;0;-1;0;1;1;-1;68
51370;1;-1;-1;0;-1;1;-1;99
51371;1;-1;-1;0;-1;-1;-1;100
51372;1;-1;1;1;1;1;1;100
51373;1;1;-1;0;1;1;1;58
51374;1;-1;-1;0;1;-1;-1;90
51375;1;1;-1;0;-1;1;-1;84
51376;1;-1;-1;0;-1;1;1;100
51377;1;1;-1;0;1;-1;1;57
51378;1;1;-1;0;1;1;-1;28
51379;1;1;-1;0;-1;1;-1;71
51380;1;-1;1;-1;1;-1;1;100
51381;1;1;-1;0;-1;-1;1;100
51382;1;1;1;-1;1;-1;1;89
51383;1;1;-1;0;1;1;-1;38
51384;-1;0;-1;0;1;1;-1;52
51385;-1;0;1;-1;1;-1;-1;78
51386;-1;0;-1;0;1;-1;1;92
51387;1;-1;1;-1;1;1;1;100
51388;-1;0;1;-1;1;-1;1;100
51389;-1;0;1;1;1;-1;1;100
51390;1;-1;1;-1;1;1;-1;89
51391;1;-1;1;1;-1;1;1;100
51392;1;-1;-1;0;1;-1;1;98
51393;-1;0;-1;0;-1;-1;1;100
51394;-1;0;1;-1;-1;-1;-1;100
51395;1;1;-1;0;-1;-1;-1;98
51396;1;-1;-1;0;-1;1;-1;100
51397;-1;0;-1;0;1;-1;1;91
51398;1;-1;1;-1;1;-1;1;100
51399;-1;0;-1;0;-1;1;1;100
51400;-1;0;1;1;-1;-1;1;100
51401;-1;0;1;-1;1;1;1;100
51402;-1;0;1;-1;-1;-1;1;100
51403;-1;0;1;1;-1;1;1;100
51404;1;-1;-1;0;1;1;-1;82
51405;-1;0;-1;0;1;-1;1;95
51406;1;1;-1;0;-1;1;1;96
51407;1;1;1;1;1;-1;1;72
51408;1;1;1;1;-1;1;-1;86
51409;-1;0;-1;0;-1;-1;-1;100
51410;-1;0;1;-1;1;-1;-1;89
51411;-1;0;-1;0;-1;1;1;100
51412;-1;0;1;1;-1;1;-1;100
51413;-1;0;1;1;-1;1;1;100
51414;1;1;-1;0;1;-1;-1;63
51415;1;-1;-1;0;-1;-1;-1;100
51416;1;1;-1;0;-1;-1;1;100
51417;1;-1;-1;0;1;1;-1;65
51418;-1;0;-1;0;1;1;-1;44
51419;1;-1;-1;0;1;-1;-1;100
51420;1;1;-1;0;-1;-1;-1;100
51421;1;1;-1;0;1;-1;-1;60
51422;1;-1;1;-1;-1;1;-1;100
51423;1;-1;1;-1;1;-1;-1;98
51424;-1;0;1;-1;1;1;-1;80
51425;-1;0;-1;0;-1;1;-1;85
51426;1;1;1;-1;1;-1;1;100
51427;-1;0;1;-1;1;-1;-1;93
51428;-1;0;1;1;1;-1;-1;77
51429;-1;0;-1;0;-1;-1;1;100
51430;-1;0;1;-1;1;-1;1;100
51431;1;1;-1;0;1;1;-1;38
51432;1;-1;-1;0;1;-1;1;100
51433;-1;0;-1;0;-1;1;1;100
51434;-1;0;-1;0;-1;1;-1;92
51435;1;1;1;-1;1;-1;1;100
51436;1;1;-1;0;-1;-1;1;100
51437;1;1;-1;0;1;-1;1;69
51438;-1;0;1;1;-1;-1;-1;100
51439;1;1;-1;0;-1;1;-1;82
51440;1;1;-1;0;-1;1;-1;73
51441;-1;0;1;1;1;1;-1;71
51442;1;-1;-1;0;1;1;1;76
51443;-1;0;-1;0;-1;-1;1;100
51444;-1;0;-1;0;1;-1;-1;80
51445;1;1;-1;0;1;1;-1;7
51446;1;-1;1;-1;1;1;1;100
51447;1;-1;-1;0;1;-1;1;100
51448;1;1;1;1;1;-1;-1;68
51449;-1;0;1;1;1;1;-1;69
51450;-1;0;1;1;-1;1;1;100
51451;-1;0;-1;0;1;-1;-1;55
51452;1;1;-1;0;1;1;-1;20
51453;-1;0;1;1;1;-1;1;100
51454;1;-1;1;-1;1;-1;-1;100
51455;1;-1;1;1;1;1;-1;79
51456;-1;0;-1;0;1;-1;-1;83
51457;1;1;1;-1;1;-1;1;100
51458;1;1;-1;0;1;1;1;62
51459;1;1;-1;0;1;1;-1;32
51460;1;-1;1;-1;-1;-1;1;100
51461;1;-1;1;1;1;-1;1;100
51462;-1;0;1;1;1;-1;-1;62
51463;-1;0;-1;0;-1;1;1;100
51464;1;1;-1;0;-1;1;-1;80
51465;-1;0;1;-1;1;-1;1;100
51466;1;1;-1;0;1;1;1;59
51467;-1;0;1;1;1;-1;-1;43
51468;1;-1;1;1;-1;-1;-1;100
51469;1;-1;1;1;-1;1;-1;100
51470;-1;0;-1;0;-1;-1;1;100
51471;1;1;1;-1;-1;-1;-1;100
51472;-1;0;1;-1;-1;-1;-1;100
51473;1;-1;-1;0;-1;-1;1;100
51474;1;1;-1;0;-1;1;-1;88
51475;-1;0;-1;0;-1;-1;1;100
51476;-1;0;1;1;-1;1;-1;94
51477;1;-1;1;-1;-1;-1;1;100
51478;-1;0;-1;0;-1;1;1;100
51479;1;-1;1;1;-1;-1;1;100
51480;1;1;1;-1;1;-1;1;93
51481;-1;0;1;1;-1;-1;1;100
51482;1;1;1;-1;1;1;-1;34
51483;-1;0;-1;0;-1;-1;-1;100
51484;-1;0;1;-1;1;-1;-1;100
51485;-1;0;-1;0;-1;1;-1;100
51486;-1;0;1;-1;1;1;1;77
51487;-1;0;1;1;1;-1;1;93
51488;-1;0;-1;0;1;1;-1;54
51489;-1;0;-1;0;1;-1;1;89
51490;-1;0;-1;0;1;-1;1;84
51491;1;1;-1;0;1;1;-1;44
51492;1;-1;1;1;-1;1;1;100
51493;1;1;-1;0;1;1;-1;50
51494;1;1;1;-1;-1;1;1;100
51495;-1;0;-1;0;-1;1;-1;100
51496;1;-1;1;-1;1;1;-1;100
51497;-1;0;1;-1;1;-1;-1;75
51498;1;1;-1;0;1;1;1;58
51499;-1;0;1;-1;1;-1;-1;84
51500;1;1;1;1;1;1;1;74
51501;-1;0;1;1;1;-1;-1;60
51502;-1;0;1;-1;-1;-1;-1;100
51503;-1;0;1;1;1;1;1;72
51504;1;1;1;1;1;1;-1;44
51505;-1;0;-1;0;-1;-1;1;100
51506;1;-1;1;-1;1;-1;1;100
51507;1;-1;-1;0;1;1;-1;71
51508;-1;0;1;1;-1;1;-1;96
51509;-1;0;-1;0;1;1;-1;38
51510;-1;0;1;1;1;1;-1;58
51511;1;-1;-1;0;1;-1;-1;90
51512;1;1;1;1;1;1;-1;41
51513;1;-1;-1;0;1;-1;1;100
51514;-1;0;-1;0;-1;-1;-1;100
51515;1;-1;-1;0;1;1;1;100
51516;1;1;1;1;1;-1;1;59
51517;1;-1;-1;0;-1;-1;-1;100
51518;1;-1;1;1;1;1;-1;83
51519;1;-1;1;1;-1;1;-1;100
51520;-1;0;1;-1;1;1;-1;79
51521;-1;0;-1;0;-1;1;1;100
51522;-1;0;1;-1;1;1;-1;66
51523;1;-1;1;-1;1;1;-1;100
51524;1;1;-1;0;-1;1;1;100
51525;-1;0;1;-1;1;1;-1;73
51526;1;-1;1;1;-1;-1;1;100
51527;1;-1;1;1;1;1;-1;40
51528;1;-1;-1;0;-1;1;-1;100
51529;-1;0;1;1;-1;-1;1;100
51530;-1;0;-1;0;1;-1;1;83
51531;-1;0;1;1;1;1;-1;50
51532;-1;0;1;1;1;1;-1;66
51533;1;-1;-1;0;-1;1;1;100
51534;1;1;-1;0;-1;-1;-1;100
51535;1;1;1;1;1;1;-1;65
51536;1;-1;1;1;-1;-1;-1;100
51537;-1;0;-1;0;1;-1;-1;86
51538;-1;0;1;1;-1;-1;-1;100
51539;1;1;-1;0;1;-1;-1;58
51540;-1;0;-1;0;1;1;-1;53
51541;-1;0;-1;0;-1;1;1;100
51542;-1;0;-1;0;1;-1;-1;68
51543;1;1;-1;0;1;-1;1;59
51544;1;1;1;1;1;-1;1;76
51545;1;1;1;-1;1;1;1;85
51546;-1;0;1;-1;-1;1;1;100
51547;1;-1;1;-1;1;-1;-1;100
51548;-1;0;-1;0;1;-1;1;83
51549;-1;0;1;1;-1;1;-1;100
51550;1;-1;-1;0;1;-1;-1;98
51551;-1;0;1;1;-1;-1;-1;100
51552;-1;0;-1;0;-1;1;1;90
51553;-1;0;1;1;-1;1;1;100
51554;1;1;1;1;1;-1;-1;73
51555;-1;0;-1;0;1;1;1;83
51556;1;-1;-1;0;1;1;1;61
51557;-1;0;-1;0;1;-1;-1;54
51558;1;1;1;-1;1;1;1;58
51559;1;1;1;1;1;-1;-1;59
51560;1;-1;-1;0;1;1;1;97
51561;1;-1;-1;0;-1;-1;-1;100
51562;1;1;1;-1;-1;1;1;100
51563;-1;0;-1;0;1;1;-1;52
51564;1;1;1;-1;-1;1;1;100
51565;-1;0;1;1;-1;1;1;100
51566;-1;0;1;-1;1;1;-1;67
51567;1;1;-1;0;1;-1;-1;48
